,X,y
234,1.8459553,4.3379946
235,0.24811283,0.5830651
236,0.72003025,1.692071
237,1.126372,2.646974
238,-0.35288137,-0.8292712
239,1.0727193,2.5208902
240,-0.9203135,-2.1627367
241,1.8370693,4.3171124
242,-0.68455523,-1.6087047
243,0.78078103,1.8348353
244,-0.46293977,-1.0879084
245,0.96457857,2.2667596
246,1.440657,3.3855438
247,-0.06022652,-0.14153232
248,0.027757261,0.06522956
249,0.27493608,0.64609975
250,-0.0057479856,-0.013507766
251,0.30730432,0.7221651
252,-1.0185947,-2.3936975
253,-0.27623573,-0.64915395
254,0.8536596,2.0061
255,1.0860499,2.5522172
256,-0.91397464,-2.1478403
257,0.07283871,0.17117096
258,0.79444045,1.866935
259,0.84459525,1.9847988
260,1.5073668,3.5423117
261,-0.13519737,-0.3177138
262,0.48463383,1.1388894
263,0.4015962,0.943751
264,-0.045865994,-0.10778508
265,-0.26169604,-0.61498564
266,-1.1897038,-2.7958038
267,-0.272362,-0.64005065
268,0.34635347,0.81393063
269,0.70433784,1.6551938
270,0.36659095,0.8614887
271,-0.03848678,-0.090443924
272,2.0157845,4.7370934
273,0.1058514,0.24875078
274,-0.9899094,-2.326287
275,-0.004047917,-0.009512605
276,0.16425619,0.38600203
277,-0.78117657,-1.8357649
278,-1.0040653,-2.3595533
279,0.10633918,0.24989706
280,-0.8391394,-1.9719775
281,-0.021221997,-0.04987169
282,-0.34606138,-0.8132442
283,-1.7066997,-4.010744
284,-1.2999117,-3.0547924
285,-0.5522907,-1.297883
286,-0.60106725,-1.412508
287,-0.34101725,-0.80139047
288,-0.65652883,-1.5428427
289,-0.79290336,-1.8633229
290,-0.6123032,-1.4389125
291,-0.21778809,-0.51180196
292,-0.33984098,-0.79862624
293,-0.17562936,-0.412729
294,-0.19053848,-0.4477654
295,-1.0600513,-2.4911206
296,0.25522953,0.5997894
297,0.8000494,1.8801161
298,1.2233144,2.8747888
299,-1.7330873,-4.072755
300,-0.39564615,-0.92976844
301,-1.2441989,-2.9238672
302,-0.85863733,-2.0177977
303,0.41587487,0.9773059
304,-0.4386694,-1.0308731
305,-2.1465967,-5.044502
306,-0.40584135,-0.9537271
307,0.56715,1.3328024
308,0.82120293,1.9298269
309,-0.022576915,-0.05305575
310,-0.69663686,-1.6370965
311,1.7114321,4.0218654
312,-0.43153888,-1.0141163
313,-1.24968,-2.936748
314,0.7913139,1.8595876
315,-1.3263842,-3.1170027
316,1.0261679,2.4114945
317,1.0592965,2.4893467
318,0.67903036,1.5957212
319,-1.0941577,-2.5712705
320,-0.5443822,-1.2792982
321,-1.2577473,-2.9557061
322,-0.002766521,-0.006501324
323,-0.3925228,-0.92242855
324,0.48267105,1.134277
325,-0.84896183,-1.9950602
326,1.0171307,2.3902571
327,-0.4696714,-1.1037277
328,-0.6112295,-1.4363892
329,0.43536222,1.0231012
330,-0.6736096,-1.5829825
331,-0.06083939,-0.14297256
332,0.6499994,1.5274985
333,-0.8712041,-2.0473294
334,-0.4590536,-1.0787759
335,0.8587334,2.0180235
336,0.612673,1.4397814
337,-0.040033497,-0.09407871
338,0.121328324,0.28512156
339,0.68179697,1.6022228
340,0.30295217,0.71193755
341,0.004047574,0.009511799
342,-0.6796093,-1.5970818
343,-0.04453545,-0.104658306
344,-0.61055297,-1.4347994
345,-0.14147407,-0.33246404
346,-1.8382353,-4.319853
347,-1.1765848,-2.7649744
348,-0.7731712,-1.8169522
349,1.7837725,4.191865
350,1.0384339,2.4403195
351,0.91242445,2.1441975
352,0.046411205,0.10906633
353,1.1436406,2.6875553
354,0.7583416,1.7821027
355,0.666892,1.5671961
356,-1.125071,-2.6439168
357,-1.993561,-4.6848683
358,0.2567102,0.6032689
359,-0.59423494,-1.3964521
360,1.1615245,2.7295825
361,-0.29557046,-0.69459057
362,0.23117352,0.5432577
363,-1.0259186,-2.4109087
364,-0.0023133848,-0.005436454
365,-0.13351434,-0.3137587
366,-0.45092157,-1.0596657
367,1.0716264,2.518322
368,1.3452778,3.1614027
369,-0.3400173,-0.7990406
370,1.7808324,4.184956
371,-0.7481976,-1.7582643
372,1.8421394,4.329027
373,0.3727938,0.8760654
374,-1.3350682,-3.1374102
375,-0.5224631,-1.2277882
376,0.48612225,1.1423873
377,0.3093602,0.7269965
378,1.0087409,2.370541
379,-1.1423589,-2.6845434
380,0.027947687,0.06567706
381,-1.3199207,-3.1018133
382,-0.34698468,-0.81541395
383,-0.09258246,-0.21756877
384,0.34059766,0.8004045
385,1.7145861,4.0292773
386,0.10395198,0.24428715
387,-0.40940306,-0.96209717
388,0.19557543,0.45960224
389,-0.8363871,-1.9655097
390,-0.81549966,-1.9164242
391,-0.17298381,-0.40651193
392,-1.748347,-4.1086154
393,1.0915684,2.5651855
394,-2.0249512,-4.758635
395,-0.52721053,-1.2389446
396,-1.0450822,-2.455943
397,0.2912232,0.6843745
398,-0.9289525,-2.1830382
399,-0.017638175,-0.04144971
400,1.2366537,2.906136
401,-0.7811012,-1.8355879
402,-1.5969706,-3.7528806
403,-0.80711937,-1.8967304
404,-0.90297693,-2.1219957
405,-1.5530584,-3.649687
406,-0.8494528,-1.996214
407,-0.96983814,-2.2791195
408,-1.1316643,-2.659411
409,-0.47399464,-1.1138873
410,0.084427655,0.19840498
411,-0.7993871,-1.8785596
412,1.4254514,3.3498106
413,0.5608837,1.3180766
414,0.21304905,0.50066525
415,0.42536685,0.99961203
416,1.3351986,3.1377168
417,1.9098622,4.488176
418,-0.7041583,-1.6547719
419,1.0167629,2.3893926
420,-0.16585587,-0.38976127
421,-0.40957484,-0.9625008
422,0.45572507,1.0709538
423,0.3626542,0.85223734
424,1.5580771,3.6614811
425,0.2817854,0.6621957
426,0.906937,2.1313019
427,-0.9825592,-2.309014
428,-0.21953848,-0.5159154
429,-0.6359342,-1.4944452
430,-0.41121653,-0.9663588
431,0.55142987,1.2958602
432,-0.28308737,-0.6652553
433,-0.49573773,-1.1649836
434,0.5849934,1.3747345
435,-0.18838164,-0.44269684
436,0.0448928,0.105498075
437,0.2976706,0.6995259
438,-0.09896257,-0.23256202
439,-0.28340456,-0.66600066
440,-0.8102424,-1.9040695
441,0.20018937,0.470445
442,1.1109029,2.6106217
443,0.87607664,2.05878
444,1.7800661,4.183155
445,1.6492318,3.8756945
446,-0.28460443,-0.6688204
447,-0.24441397,-0.5743728
448,-0.8978063,-2.1098447
449,0.97118014,2.2822733
450,2.0600536,4.841126
451,0.18650371,0.4382837
452,-0.06763844,-0.15895033
453,-0.94319725,-2.2165134
454,0.44577134,1.0475626
455,0.7981098,1.875558
456,0.53985006,1.2686476
457,-1.0257206,-2.4104433
458,-0.4624787,-1.0868249
459,0.5460509,1.2832196
460,-0.32193223,-0.7565407
461,0.21511939,0.50553054
462,-0.4975154,-1.1691612
463,-0.32344672,-0.76009977
464,-0.036401846,-0.08554433
465,1.6775411,3.9422214
466,-1.6320268,-3.8352628
467,0.8305172,1.9517152
468,-0.17471322,-0.41057605
469,-0.32174948,-0.75611126
470,-0.0858481,-0.20174302
471,0.37210765,0.87445295
472,-0.994126,-2.336196
473,-1.1715306,-2.7530968
474,0.89129716,2.0945482
475,-0.34371915,-0.80774
476,1.4388603,3.3813217
477,0.41893658,0.98450094
478,-0.8449056,-1.9855281
479,-2.1762657,-5.1142244
480,1.4208301,3.3389506
481,-0.98261374,-2.309142
482,-1.1407928,-2.6808631
483,0.6678784,1.5695142
484,0.6277341,1.4751751
485,1.8152026,4.265726
486,0.029188754,0.06859357
487,0.38571015,0.9064188
488,0.66670156,1.5667486
489,0.82329005,1.9347315
490,1.7330136,4.072582
491,0.6763654,1.5894586
492,0.3638164,0.85496855
493,-0.5711077,-1.342103
494,1.3179517,3.0971863
495,0.37940586,0.8916037
496,0.07127533,0.16749702
497,0.9660803,2.2702887
498,0.12166039,0.2859019
499,0.8838437,2.0770326
500,-1.5647411,-3.6771414
501,0.09259383,0.21759549
502,1.1866652,2.7886631
503,-0.6297884,-1.4800026
504,0.2807938,0.6598654
505,-1.4927313,-3.5079186
506,-1.9937276,-4.68526
507,-1.1939956,-2.8058896
508,-1.0069098,-2.366238
509,-0.29242137,-0.6871902
510,-0.07492605,-0.1760762
511,-0.13691929,-0.32176033
512,0.5842582,1.3730067
513,-1.0077881,-2.3683019
514,0.69868916,1.6419195
515,-0.4882799,-1.1474577
516,0.32679504,0.7679683
517,-0.80451083,-1.8906003
518,-1.0644248,-2.501398
519,-0.20445774,-0.4804757
520,-0.99751073,-2.34415
521,0.52277297,1.2285165
522,-0.089323156,-0.20990941
523,2.5347667,5.9567013
524,0.8247781,1.9382284
525,-0.7117711,-1.6726619
526,-0.67641234,-1.589569
527,1.7504593,4.1135793
528,0.50115097,1.1777047
529,-1.0325184,-2.426418
530,-0.8328413,-1.9571769
531,0.30072895,0.706713
532,-1.0268487,-2.4130943
533,0.48690125,1.1442178
534,0.8361856,1.965036
535,-0.31247488,-0.73431593
536,-0.3575015,-0.8401285
537,-0.6391103,-1.5019093
538,-0.2465471,-0.5793857
539,0.71956265,1.6909722
540,-0.1848933,-0.43449923
541,1.3712462,3.2224286
542,-0.20778105,-0.48828545
543,-0.066814356,-0.15701373
544,0.6226902,1.4633219
545,0.31052426,0.729732
546,-0.3921542,-0.9215623
547,1.1975676,2.8142836
548,0.056012094,0.13162841
549,0.391718,0.92053723
550,-0.6546328,-1.5383871
551,0.44282266,1.0406332
552,-0.36739004,-0.86336654
553,-0.4155225,-0.9764778
554,-0.8806367,-2.0694962
555,1.8214908,4.2805033
556,2.6871154,6.314721
557,-0.5289884,-1.2431227
558,-0.07120779,-0.1673383
559,1.5348884,3.6069875
560,-0.32290664,-0.7588306
561,1.8016686,4.233921
562,-0.16467878,-0.38699514
563,1.6451141,3.8660178
564,0.6274426,1.47449
565,-0.0677827,-0.15928935
566,0.49466878,1.1624715
567,0.70451903,1.6556196
568,-0.007890913,-0.018543644
569,0.31548285,0.7413847
570,0.2559058,0.6013786
571,-1.017862,-2.3919754
572,0.34473717,0.8101323
573,-0.059383623,-0.1395515
574,2.988079,7.0219855
575,0.01707189,0.04011894
576,-0.15152009,-0.3560722
577,1.7392317,4.0871944
578,-0.8869421,-2.0843139
579,0.34428144,0.80906135
580,-0.3023166,-0.710444
581,0.21186084,0.49787295
582,-0.12889102,-0.30289388
583,-1.1497918,-2.7020106
584,-1.9104991,-4.4896727
585,-1.0849358,-2.549599
586,1.0877199,2.5561416
587,-0.42230487,-0.9924164
588,-2.1405964,-5.030401
589,-0.24336375,-0.5719048
590,1.7353988,4.078187
591,-1.4537891,-3.4164042
592,-1.5514548,-3.6459186
593,1.0352393,2.4328125
594,0.011339069,0.026646812
595,1.0902013,2.5619729
596,1.8280706,4.2959657
597,0.7292354,1.7137032
598,-0.12217378,-0.28710836
599,0.91530263,2.1509612
600,-2.2316306,-5.244332
601,1.1998448,2.8196352
602,0.07106853,0.16701105
603,2.046417,4.8090796
604,-1.284963,-3.0196629
605,-0.9218127,-2.1662598
606,-1.2061008,-2.8343368
607,-2.024122,-4.7566867
608,-1.9771242,-4.6462417
609,0.39419308,0.9263537
610,0.67631096,1.5893307
611,0.05932559,0.13941513
612,-2.278856,-5.3553114
613,1.7095032,4.017332
614,0.7574139,1.7799226
615,0.04326682,0.10167703
616,0.7192019,1.6901244
617,0.7804508,1.8340594
618,-1.3076565,-3.0729928
619,-0.7550224,-1.7743026
620,-0.93459904,-2.1963077
621,0.5963934,1.4015244
622,-0.70048475,-1.6461391
623,0.06410291,0.15064183
624,-1.2690747,-2.9823253
625,-0.71056634,-1.6698308
626,-0.6130539,-1.4406767
627,-0.06382481,-0.1499883
628,-1.361533,-3.1996026
629,-1.2952244,-3.0437772
630,-0.22971214,-0.53982353
631,0.19822165,0.46582088
632,-1.2326552,-2.8967395
633,1.4133238,3.3213108
634,-0.5198011,-1.2215325
635,0.617206,1.450434
636,-0.553562,-1.3008707
637,0.9571744,2.2493598
638,-0.09523287,-0.22379723
639,-2.149094,-5.050371
640,1.6446577,3.8649454
641,-0.34190634,-0.80347985
642,-2.0185263,-4.7435365
643,-0.15246326,-0.35828865
644,-0.9856721,-2.3163295
645,0.46838614,1.1007074
646,1.6734943,3.9327116
647,3.2130141,7.550583
648,1.0489304,2.4649863
649,0.22473226,0.5281208
650,-0.20736018,-0.4872964
651,0.413875,0.97260624
652,0.28313878,0.6653761
653,1.44627,3.3987343
654,0.34595585,0.8129962
655,0.45694897,1.07383
656,-0.7448113,-1.7503065
657,-0.38809207,-0.91201633
658,-0.10668541,-0.2507107
659,-0.5493002,-1.2908554
660,-0.8408498,-1.975997
661,0.6209309,1.4591876
662,1.8549275,4.3590794
663,-0.87780696,-2.0628462
664,0.48972756,1.1508597
665,-1.3210822,-3.1045432
666,-0.39032847,-0.91727185
667,1.7159135,4.032397
668,-1.5317565,-3.5996277
669,-0.38868403,-0.91340744
670,1.484128,3.4877007
671,-0.87104404,-2.0469534
672,-1.9501141,-4.582768
673,-1.5296683,-3.5947204
674,-1.7629113,-4.1428413
675,-0.29415312,-0.6912598
676,-2.099117,-4.9329247
677,1.8146838,4.264507
678,-1.1740059,-2.7589138
679,0.8049605,1.8916571
680,-0.457585,-1.0753248
681,0.16266465,0.3822619
682,-0.8378312,-1.9689032
683,-1.2250296,-2.8788195
684,1.7728503,4.166198
685,-0.8802698,-2.068634
686,-0.2219322,-0.52154064
687,-0.4543428,-1.0677055
688,1.2076072,2.8378768
689,-0.07482442,-0.17583738
690,-0.9750014,-2.291253
691,0.9896672,2.3257177
692,-0.09742999,-0.22896047
693,-0.4044263,-0.9504018
694,1.9368495,4.551596
695,0.98498267,2.3147092
696,-0.1420246,-0.33375782
697,-0.3069181,-0.72125757
698,1.0310802,2.4230385
699,-0.07114448,-0.16718951
700,0.78391397,1.8421978
701,-0.6859716,-1.6120332
702,-1.5547929,-3.653763
703,-0.44013035,-1.0343063
704,0.27030358,0.6352134
705,-1.9645879,-4.616781
706,-2.8010166,-6.582389
707,0.47498438,1.1162132
708,-0.053583626,-0.12592152
709,0.5504782,1.2936238
710,0.07044372,0.16554274
711,-0.7476663,-1.7570157
712,-0.49973357,-1.1743739
713,0.4212286,0.9898871
714,-0.74625665,-1.753703
715,-0.8364565,-1.9656726
716,0.037700877,0.08859706
717,0.9115021,2.14203
718,0.25886422,0.6083309
719,0.5273534,1.2392805
720,-0.2642919,-0.62108594
721,0.90730906,2.1321762
722,2.2029696,5.176978
723,-1.2102208,-2.8440187
724,2.2166274,5.209074
725,-1.3938006,-3.2754314
726,0.7661183,1.8003778
727,-0.22751977,-0.5346714
728,0.08891653,0.20895384
729,1.4429768,3.3909955
730,0.74409,1.7486115
731,0.6270051,1.4734619
732,-1.3474057,-3.1664033
733,-0.4701045,-1.1047455
734,1.0343181,2.4306474
735,-0.20270884,-0.47636575
736,0.46563497,1.0942421
737,-0.06946171,-0.16323501
738,-0.022916649,-0.053854123
739,-1.8625373,-4.376962
740,-0.5024997,-1.1808742
741,1.5700483,3.6896133
742,0.39247474,0.9223156
743,-1.096447,-2.5766504
744,-0.8374737,-1.9680631
745,0.79407394,1.8660737
746,-0.4719327,-1.1090418
747,-0.7106223,-1.6699624
748,-1.229325,-2.8889139
749,-0.65079236,-1.529362
750,-1.7429699,-4.095979
751,1.0812271,2.5408835
752,0.9996118,2.3490877
753,0.43047526,1.0116168
754,-0.5043655,-1.1852589
755,-1.8115406,-4.25712
756,-0.54912037,-1.2904328
757,0.17833684,0.41909155
758,0.047702163,0.11210008
759,-0.36787528,-0.86450684
760,-1.2454364,-2.9267755
761,-0.7038652,-1.6540831
762,-0.45819104,-1.0767488
763,1.5861127,3.7273648
764,0.45416734,1.0672932
765,-0.1041929,-0.2448533
766,-1.7033844,-4.002953
767,1.5170408,3.5650458
768,-0.07118548,-0.16728586
769,1.1630745,2.7332249
770,-1.482513,-3.4839053
771,1.2991853,3.0530853
772,-0.11806525,-0.27745333
773,1.5638436,3.6750324
774,0.4687927,1.1016629
775,0.6586474,1.5478214
776,-0.95874774,-2.253057
777,-0.9206302,-2.163481
778,1.1471212,2.6957347
779,0.19704272,0.46305037
780,-0.7271889,-1.7088938
781,-1.0722792,-2.519856
782,0.3287382,0.7725348
783,1.1847363,2.78413
784,-0.5448048,-1.2802912
785,0.30358654,0.7134283
786,0.5472211,1.2859696
787,-0.8298491,-1.9501454
788,-0.07563786,-0.17774896
789,0.5880399,1.3818936
790,-0.24575776,-0.5775307
791,-1.2487013,-2.934448
792,0.7290887,1.7133584
793,-2.0104,-4.72444
794,0.5650707,1.327916
795,2.817557,6.6212587
796,0.2207959,0.51887035
797,-0.99102503,-2.3289087
798,-1.0625005,-2.496876
799,0.7500969,1.7627277
800,-0.042108454,-0.098954864
801,-1.4146684,-3.3244708
802,0.05402341,0.12695502
803,0.3265992,0.7675081
804,-0.047431957,-0.1114651
805,0.06778519,0.15929519
806,0.060936555,0.1432009
807,-0.0972129,-0.22845031
808,0.35170794,0.8265136
809,0.70273316,1.6514229
810,1.5322698,3.600834
811,-0.48214394,-1.1330382
812,-1.1495931,-2.7015438
813,-0.57314235,-1.3468845
814,-2.3795955,-5.592049
815,-0.50637984,-1.1899925
816,-1.1859444,-2.7869694
817,0.89810365,2.1105435
818,0.7387355,1.7360283
819,-0.35359806,-0.8309554
820,0.024363741,0.05725479
821,1.2627208,2.9673939
822,-0.65505064,-1.539369
823,-0.4243364,-0.99719054
824,-1.0706042,-2.5159197
825,0.27484253,0.6458799
826,0.3789922,0.8906316
827,-0.23559016,-0.55363685
828,1.898619,4.461755
829,-0.30980423,-0.7280399
830,0.46054858,1.0822891
831,1.6136831,3.792155
832,-1.2605741,-2.962349
833,0.67893356,1.5954938
834,0.5493725,1.2910253
835,0.73421115,1.7253962
836,-0.290425,-0.68249875
837,-2.257387,-5.304859
838,-0.07213738,-0.16952284
839,-0.08918601,-0.20958713
840,1.7444582,4.099477
841,0.2739464,0.64377403
842,0.58384687,1.37204
843,-1.1318651,-2.659883
844,-1.2319276,-2.8950298
845,1.8150622,4.265396
846,1.6107081,3.7851639
847,0.17531016,0.41197887
848,-1.9673921,-4.623371
849,-0.11770969,-0.27661777
850,-0.25991878,-0.6108091
851,0.15783374,0.37090927
852,0.12133422,0.2851354
853,2.5126228,5.9046636
854,-1.3693392,-3.217947
855,-0.6802728,-1.598641
856,-0.5058704,-1.1887954
857,0.5250136,1.2337819
858,0.05006619,0.117655545
859,-1.3357397,-3.1389883
860,0.6370719,1.497119
861,0.37643403,0.88461995
862,0.11696297,0.27486297
863,-0.5778671,-1.3579876
864,-0.07695453,-0.18084313
865,-0.54979694,-1.2920227
866,-1.2597563,-2.9604273
867,1.0251954,2.409209
868,1.0982203,2.5808177
869,0.84886825,1.9948403
870,0.28947863,0.6802747
871,-0.98460585,-2.3138237
872,0.7932136,1.8640519
873,-1.011784,-2.3776922
874,1.3929838,3.273512
875,-0.553841,-1.3015263
876,1.9846238,4.6638656
877,-1.0473018,-2.461159
878,1.0717514,2.5186155
879,-0.41012168,-0.9637859
880,-0.17461005,-0.4103336
881,-0.26648733,-0.6262452
882,-1.2598863,-2.9607327
883,-0.2745557,-0.6452059
884,-0.9450922,-2.2209666
885,-0.68218076,-1.6031247
886,1.68521,3.9602432
887,-0.8066455,-1.8956169
888,-1.3658719,-3.2097988
889,-0.72516793,-1.7041446
890,0.87344366,2.0525925
891,-2.4783666,-5.8241615
892,-0.65483934,-1.5388724
893,-0.4144074,-0.97385734
894,-0.023797428,-0.055923954
895,-0.89237165,-2.0970733
896,0.62537044,1.4696205
897,-1.8983687,-4.4611664
898,1.4225836,3.3430712
899,-0.32079002,-0.75385654
900,-0.68329275,-1.6057379
901,1.8850424,4.4298496
902,-0.32341075,-0.76001525
903,-0.2552409,-0.5998161
904,0.46182644,1.0852921
905,0.11317661,0.265965
906,1.3973562,3.2837868
907,-0.84848565,-1.9939412
908,-0.44085762,-1.0360154
909,0.28186244,0.6623767
910,-0.23258153,-0.54656655
911,-0.7926278,-1.8626753
912,2.5061402,5.889429
913,0.7181623,1.6876813
914,0.85049003,1.9986515
915,0.06970746,0.16381253
916,1.0764928,2.529758
917,-0.56793815,-1.3346546
918,0.9885883,2.3231823
919,1.1082255,2.6043298
920,1.0597587,2.4904327
921,-0.76963204,-1.8086352
922,0.36899516,0.86713856
923,1.7295213,4.064375
924,-1.7546394,-4.1234026
925,1.4059998,3.3040993
926,0.088688105,0.20841704
927,-0.5972996,-1.403654
928,0.7921762,1.861614
929,-2.0032113,-4.707546
930,-0.84792596,-1.992626
931,-1.1155543,-2.6215525
932,-0.000888779,-0.0020886306
933,0.046553135,0.10939986
934,-0.43395072,-1.0197842
935,-0.37743303,-0.8869676
936,0.9994305,2.3486614
937,-0.027175529,-0.06386249
938,-0.42005566,-0.98713076
939,0.6732902,1.5822319
940,0.78090805,1.8351338
941,1.1266803,2.6476984
942,0.11027308,0.2591417
